TweetText,SentBy,SenderLocation,SendDate
Jicama is perhaps the most exciting vegetable that you’re not eating: https://t.co/KKlZQA29Bi https://t.co/GLRrPYV39g,vinniebarbaro,,12/8/20 18:00
"@Fifi_Borgia Nice...and I’ve a top tip for left over cauliflower cheese. Put it in a food processor or blender, reh… https://t.co/0vYD4IQkB8",twistpile,"England, United Kingdom",12/8/20 18:00
@brownrekluzeb My dad usually does just rice and a vegetable you know how you’re gonna make it?,rachelmlking,TX,12/8/20 17:59
"Making a big pot of organic vegetable stew because I want dumplings. 😁
Hope it comes out good, no recipe, just winging it.",phyllisj1003,,12/8/20 17:59
@likesourkiwi : a turnip (Brassica napus napobrassica) that usually produces a large yellowish root that is eaten a… https://t.co/hrS7tAqsbB,melolagniafeels,she¡her,12/8/20 17:59
"RT @Lokesh_Ruksar: This is really very sad &amp; shameful.

Congress goons vandalised poor vegetable hawker’s lorries just because they refused…",AkshayMurti,,12/8/20 17:59
"@GloriousAllianc Ooh, vegetable soup with garlic cheddar bread!",JaeSwoon,"Around, somewhere",12/8/20 17:59
@vcrosby1974 @WasOnceLoved I suppose that is a vegetable in the same way a potato is.,JessPhantasm,Bulgaria,12/8/20 17:59
"RT @Lokesh_Ruksar: This is really very sad &amp; shameful.

Congress goons vandalised poor vegetable hawker’s lorries just because they refused…",pallav_mehta7,"Rajkot, India",12/8/20 17:58
"Free, hot meals sponsored by La Soupe available Wednesday, December 9th at Unity Christian Church, 12pm until they… https://t.co/qmi6JqwLAW",HandUpCincy,,12/8/20 17:58
"Fresh fruits &amp; vegetables being served in Georgia Schools!

@GordonCoSchools Nutrition Program was among our SY2019… https://t.co/pZz0uMS6NF",GaDOENutrition,"Atlanta, Georgia",12/8/20 17:58
"RT @amerix: There is nothing vegetable in 'vegetable oils'.

They are oils manufactured from seeds and beans. 

They are inflammatory and t…",ChegeCintah,"Thika, Kenya",12/8/20 17:57
"RT @IrumSumbal: #PMIKFightsWithCOVIDPDM
On Feb24/20, Khan tweeted:As a result of Govt focus on PC,substantialdecrease in prices,especially…",Afr_001,dunya,12/8/20 17:57
RT @fj10gaa: Tomura definitely don't like vegetables but drinks vegetable juice a lot👀,Dragonflytrove,,12/8/20 17:57
"RT @OpIndia_com: Neelkant Bakshi, BJP Karyakarta, had shared a video of Okhla Mandi. He said, “despite all the efforts of AAP appointed cha…",medhparth,New Delhi,12/8/20 17:57
"RT @Lokesh_Ruksar: This is really very sad &amp; shameful.

Congress goons vandalised poor vegetable hawker’s lorries just because they refused…",27utkarsh,,12/8/20 17:56
@vcrosby1974 Eggs. Eggs are the best vegetable. Right @mwjeepster1 ??,ollieD68,"Estoril, Portugal",12/8/20 17:56
"RT @OpIndia_com: Neelkant Bakshi, BJP Karyakarta, had shared a video of Okhla Mandi. He said, “despite all the efforts of AAP appointed cha…",SidhantMohanty2,,12/8/20 17:56
"@khossyy 😂😂😂 either fruit or vegetable, that's one thing i don't like eating.",ohluwateenar,D RITE HAND OF GOD,12/8/20 17:56
"@Msuppasitstudio Such a relief that it’s not a major case.
Don’t take hard-to-chew food.
Just have a liquid diet(fr… https://t.co/GHMpLRhwZe",Skhornn,Myanmar,12/8/20 17:56
RT @Suhelseth: Many of the so called journalists who are shedding crocodile tears for farmers must be reminded: their only acquaintance wit…,medhparth,New Delhi,12/8/20 17:56
"RT @IrumSumbal: #PMIKFightsWithCOVIDPDM
On Feb24/20, Khan tweeted:As a result of Govt focus on PC,substantialdecrease in prices,especially…",Afr_001,dunya,12/8/20 17:56
@ctvottawa Would not be as bad for every one if they all plant Victory gardens. It is amazing how much you can harv… https://t.co/zmUX7emXpP,RCLranger,"Wilton, ON",12/8/20 17:56
"Such a relief that it’s not a major case.
Don’t take hard-to-chew food.
Just have a liquid diet(fruit or vegetable… https://t.co/Q5TnZya9vL",Skhornn,Myanmar,12/8/20 17:55
"@_atida_ 😂 😂 I'm eating everything that's hard to spell over here talking about ""vegetable lasaganya"" 😂",Waltiiii,Mauritius/Kenya ,12/8/20 17:55
"RT @likith_09: Services done by @NTR_Charities 🙏

🔹Meal donation
🔹Vegetable supply
🔹Blood donation campaign
🔹Building houses 
🔹Cloths and g…",mouli_fan,alexandria daddario edha paina,12/8/20 17:55
"RT @purnesh_suthar: This is really very sad &amp; shameful.

Congress goons vandalised poor vegetable hawker’s lorries just because they refuse…",barconcl,BHARAT,12/8/20 17:55
"RT @Lokesh_Ruksar: This is really very sad &amp; shameful.

Congress goons vandalised poor vegetable hawker’s lorries just because they refused…",brahamaastra,,12/8/20 17:54
"RT @Lokesh_Ruksar: This is really very sad &amp; shameful.

Congress goons vandalised poor vegetable hawker’s lorries just because they refused…",NtrFan88984610,,12/8/20 17:54
"RT @alok_pandey: The fruit and vegetable mandi at Lucknow’s Dubagga , the city’s biggest , totally shut for the farmer’s #BharatBandh https…",Giddychirp,,12/8/20 17:54
"RT @BHG: When trimming fresh produce like heads of lettuce, celery, and green onions, you can use the leftover pieces to sprout fresh leave…",TallTreasure,United States ,12/8/20 17:54
"@bully185 @bootlegger1974 @dapdavies @jonnyphilz @AdamGubb @Fordy1981Jon  
JB is home after a grueller today for ni… https://t.co/D2K2ExLJHu",MrJB8," Tonmawr nr Neath , Wales",12/8/20 17:54
"Eat any rice, NAAN, cashews, almonds, barley, lentils, oats, vegetable oil, curry etc lately? 

That came from India.",adwordsgirl,"Kelowna, British Columbia",12/8/20 17:54
"RT @OpIndia_com: Neelkant Bakshi, BJP Karyakarta, had shared a video of Okhla Mandi. He said, “despite all the efforts of AAP appointed cha…",YcAgnihotri,,12/8/20 17:53
"RT @OpIndia_com: Neelkant Bakshi, BJP Karyakarta, had shared a video of Okhla Mandi. He said, “despite all the efforts of AAP appointed cha…",SimbaK94131568,,12/8/20 17:53
"RT @JkGoldenGlow: 💥💥Herbal mixed soap 💥💥

Ingredients:

Coconut oil, olive oil, castor oil, essential oils, sodium hydroxide, vegetable gly…",jagangold5,Kottampatti,12/8/20 17:53
"@karly_runs https://t.co/b3xstMzfrK

I use egg instead of flax egg in the mix. I had this last year everyone else h… https://t.co/aUnAwCLS06",its_me_lucyp,Manchester,12/8/20 17:53
"RT @ScottRobertsDC: &gt; @CmmnGoodCtyFarm solicits your donation -- here is the ""Seeding the Farm"" link: https://t.co/jjVGEhYr5e

plus CGCF ha…",BloomingdaleDC,"Bloomingdale (Washington, DC)",12/8/20 17:52
"RT @GasPriceWizard: Odd omission - energy costs. Though the pandemic has dropped demand for transport fuels &amp; their relative costs, carbon…",TDPme,,12/8/20 17:52
Congratulations to @NCState's Hannah Burrack on being named to the Fruit + Vegetable 40 Under 40 Class of 2020! https://t.co/sAJgTuG8wo,FGNews,Michigan,12/8/20 17:52
"RT @Lokesh_Ruksar: This is really very sad &amp; shameful.

Congress goons vandalised poor vegetable hawker’s lorries just because they refused…",TarunLilani,,12/8/20 17:52
"RT @OpIndia_com: Neelkant Bakshi, BJP Karyakarta, had shared a video of Okhla Mandi. He said, “despite all the efforts of AAP appointed cha…",atishree,United Kingdom,12/8/20 17:51
"RT @Indumakalktchi: Bharath Bandh a flop in TN, as all the vegetable Mandi open, including Koyembedu market.",Harry07071987,,12/8/20 17:51
@RaRaAvisPress @Carrie_Nutnut Fine by me. I guess they’d be a root vegetable. Potatoes are a good shout.,vcrosby1974,Langdon Hills,12/8/20 17:50
made very yummy noodle soup recipe from https://t.co/4dCZjRCuKQ,g1ucer,,12/8/20 17:50
"RT @NTRFansGuntur: Services done by @NTR_Charities 🙏

🔹Meal donation
🔹Vegetable supply
🔹Blood donation campaign
🔹Building houses 
🔹Cloths a…",kpkumarntr9999,"Bengaluru South, India",12/8/20 17:50
"RT @Lokesh_Ruksar: This is really very sad &amp; shameful.

Congress goons vandalised poor vegetable hawker’s lorries just because they refused…",ChetanChh1,"Haridwar, India",12/8/20 17:50
@BeschlossDC Make it into a Michelle Obama vegetable garden followed by full restoration of the Rose Garden.,DeniseDslca,"Walnut Creek, CA",12/8/20 17:49
"RT @Lokesh_Ruksar: This is really very sad &amp; shameful.

Congress goons vandalised poor vegetable hawker’s lorries just because they refused…",hbduniya,,12/8/20 17:48
"RT @AJA_Cortes: Feed your kid pure vegetable oil and fuck them up for life 

Trust Science. https://t.co/yAchrwAxlj",Hermetec,,12/8/20 17:48
"soup 
vegetable bath",RazanModawi,,12/8/20 17:48
@vcrosby1974 @Carrie_Nutnut You said vegetable. Potatoes are a vegetable.,RaRaAvisPress,"Paris, France",12/8/20 17:48
I can now add homemade chocolate/peanutbutter fudge to my list of quarantine recipes alongside my ones for zucchini… https://t.co/qylGvblEFs,MillerB585,Rochester NY,12/8/20 17:48
RT @Suhelseth: Many of the so called journalists who are shedding crocodile tears for farmers must be reminded: their only acquaintance wit…,jamesbond2525,delhi,12/8/20 17:48
"@rxwind_ it took the consigliere around 20 minutes to finish preparing the food , returning with a nice plate of cr… https://t.co/IJFzZjkXBr",fragile_fingers,pfp c: Pixiv Id 17265769,12/8/20 17:48
"@CeresNoJuice just oil .
canola, sunflower, vegetable . it’s just oil .",channlaurr,the ghetto,12/8/20 17:48
"RT @Lokesh_Ruksar: This is really very sad &amp; shameful.

Congress goons vandalised poor vegetable hawker’s lorries just because they refused…",DhanjeetSingha3,"New Delhi, India",12/8/20 17:48
"RT @ChinnuC02948289: Services done by @NTR_Charities 🙌🙏

🔹Meal donation
🔹Vegetable supply
🔹Blood donation campaign
🔹Building houses 
🔹Cloth…",NPavanK06725865,,12/8/20 17:48
"RT @alok_pandey: The fruit and vegetable mandi at Lucknow’s Dubagga , the city’s biggest , totally shut for the farmer’s #BharatBandh https…",sirajud14497180,,12/8/20 17:47
RT @OpIndia_com: Bharat Bandh flops in Delhi as vegetable mandis stay open for business despite Kejriwal’s support to protesting ‘farmers’…,raahul1211,,12/8/20 17:46
"@DC_Gujrat 
*No Basket No Business* District Administration Gujrat has started new waste management plan with the c… https://t.co/qCHiqSduIG",DC_Gujrat,Gujrat,12/8/20 17:45
"RT @thewire_in: The Wire's @IsmatAraa explores how the bandh and the farm laws against which it was called, has affected people in Delhi.…",Zulfi_Ali00,UK,12/8/20 17:45
"Services done by @NTR_Charities 🙌🙏

🔹Meal donation
🔹Vegetable supply
🔹Blood donation campaign
🔹Building houses 
🔹Cl… https://t.co/4XMAkKaODz",ChinnuC02948289,,12/8/20 17:45
"RT @JumiaNigeria: #JumiaSanta🎅🏽 is giving gifts each day to celebrate 12 days of #Christmas!!!
Like &amp; Comment ""JUMIA SECRET SANTA"" as many…",Akolade10ade,,12/8/20 17:45
"RT @manishluthrabjp: This is really very sad &amp; shameful.

Goons vandalised poor vegetable hawker’s lorries just because they refused to par…",namhshivay2,,12/8/20 17:45
"RT @Lokesh_Ruksar: This is really very sad &amp; shameful.

Congress goons vandalised poor vegetable hawker’s lorries just because they refused…",Raj20028,,12/8/20 17:45
Tuna Vegetable Soup Recipe  https://t.co/V89cT2COJU  #oldfashionedrecipes #food #recipes #tuna #tunavegetablesouprecipe,OldFashRecipes,SC,12/8/20 17:45
"RT @nishtunishaa: Knife cuts the vegetable 
And we mix them
And prepare dishes
Which the heart sees
After we have tasted it
#MadVerse #food…",ZyaadKhan,"گھر, یعنی قرنطینہ میں فلحال🤩",12/8/20 17:44
"@StumpsMuffin I made a """"salad"""" sort of loosely based on the recipe below. It was okay. I have a ton of veg to eat… https://t.co/6K7CeYEaZG",RhiannonAdmidas,"North Dakota, USA",12/8/20 17:44
"@thunderdome5567 @JinethFernando @thegameawards @SuckerPunchProd @PlayStation Bro, even though I agree with you on… https://t.co/4TM4Jidx9N",AnrijsC,"Dublin City, Ireland",12/8/20 17:44
"RT @KurtSchlichter: Biden* nominated his Root Vegetable Czar, Brian Stelter, who is a potato.🥔",Shelly00577348,,12/8/20 17:44
RT @physorg_com: Mapping global impacts for all vegetable oils key to sustainability @uniofexeter @NaturePlants https://t.co/0uLvjChfyL,vinyes_roger,,12/8/20 17:44
"@BillKristol @JVLast His GOP, our America. And at his age, not that long before he’s gone or at least a drooling vegetable.",DevonLovesUSA,"Colorado, USA",12/8/20 17:44
"RT @KurtSchlichter: Biden* nominated his Root Vegetable Czar, Brian Stelter, who is a potato.🥔",1953mdl,,12/8/20 17:44
Ugh. Are you guys bringing back Celery flavored too? Italian Salad? Mixed vegetable? Seasoned Tomato? https://t.co/Y5UQJnrBql,johndbuell,"Northeastern Illinois, USA",12/8/20 17:43
RT @OpIndia_com: Bharat Bandh flops in Delhi as vegetable mandis stay open for business despite Kejriwal’s support to protesting ‘farmers’…,BiharMeYiBa,,12/8/20 17:43
Assessing the effects of seasonal tariff-rate quotas on vegetable prices in Switzerland. (arXiv:2012.02966v1 [… https://t.co/mZ7DTlIogR,BlackPhysicists,"Arlington, VA and Worldwide ",12/8/20 17:43
Farmers' protest: Prices of vegetable and fruits to spike in Delhi-NCR as trucks remain stranded - India News https://t.co/BY3J1KqzhZ,rspolia,delhi,12/8/20 17:43
"RT @nishtunishaa: Knife cuts the vegetable 
And we mix them
And prepare dishes
Which the heart sees
After we have tasted it
#MadVerse #food…",bilal_grace,"Al Khor, Qatar",12/8/20 17:43
"RT @OpIndia_com: Neelkant Bakshi, BJP Karyakarta, had shared a video of Okhla Mandi. He said, “despite all the efforts of AAP appointed cha…",RaghavKasturi,"Bengaluru, India",12/8/20 17:43
"RT @NTRFansGuntur: Services done by @NTR_Charities 🙏

🔹Meal donation
🔹Vegetable supply
🔹Blood donation campaign
🔹Building houses 
🔹Cloths a…",NPavanK06725865,,12/8/20 17:43
"RT @Lokesh_Ruksar: This is really very sad &amp; shameful.

Congress goons vandalised poor vegetable hawker’s lorries just because they refused…",jishubhattachar,,12/8/20 17:43
Chronos slayed a monster called Arachne while riding a monkey while also eating a vegetable called a broccoli,Kammax2,,12/8/20 17:43
"RT @Abhi__NTR__: Services done by @NTR_Charities 🙌🙏

🔹Meal donation
🔹Vegetable supply
🔹Blood donation campaign
🔹Building houses 
🔹Cloths an…",Swethamerry7,,12/8/20 17:43
"Nearly 253 miles (408km) away from Earth, astronauts harvested a vegetable crop -- radishes grown aboard the Intern… https://t.co/CJ1ZyyZs1v",LauraCruz,"St Louis, MO",12/8/20 17:42
"RT @CelebrationsNTR: Services done by @NTR_Charities 🙏

🔹Meal donation
🔹Vegetable supply
🔹Blood donation campaign
🔹Building houses 
🔹Cloths…",NPavanK06725865,,12/8/20 17:42
"@Diabeetus_Cat Slow Cooker Creole Beef Stew

Prep Time20 mins

Slow Cook Time7 hrs

Total Time7 hrs 20 mins

Servin… https://t.co/enl9jJjBge",Richard00971159,,12/8/20 17:42
"RT @OpIndia_com: Neelkant Bakshi, BJP Karyakarta, had shared a video of Okhla Mandi. He said, “despite all the efforts of AAP appointed cha…",SaniaGupta12,,12/8/20 17:42
"RT @alok_pandey: The fruit and vegetable mandi at Lucknow’s Dubagga , the city’s biggest , totally shut for the farmer’s #BharatBandh https…",tabrezahamad,Delhi,12/8/20 17:42
RT @GloriousAllianc: Morning! Mare coffee pagoda is open! Hackleton made vegetable soup with garlic cheddar bread! DV made jelly donuts wit…,AnnW326,"New York, USA",12/8/20 17:42
@ThetrueDash_m @Macias_Martin @TmarTn If ur so poor try to get money to provide instead of a fucking PS5. Trev alre… https://t.co/OSYoLPUiU5,Majin_Vegetable,,12/8/20 17:42
@BadAstronomer That's some kind of root vegetable similar to a malanga,ReyMohammed4,,12/8/20 17:41
"@TheeSheWolf There are some extraction machines/processors that can make the process easier
As a vegetable oil it i… https://t.co/5OfBxL4sEW",witheringenigma,Ghana,12/8/20 17:41
How To Make Vegetable Stock At Home from scraps  - How to make Quick Veg... https://t.co/8KZxg8ljcm via @YouTube,padmaveeranki,Germany,12/8/20 17:41
"RT @GasPriceWizard: Odd omission - energy costs. Though the pandemic has dropped demand for transport fuels &amp; their relative costs, carbon…",Beretta12ga,Province of Buffalo,12/8/20 17:41
